STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
LE1.3,5/14/1998,6,M,SALINITY,6.56,,F01,,23.5
LE1.3,5/14/1998,9,M,SALINITY,6.56,,F01,,23.5
LE1.3,5/14/1998,12,BP,CHLA,22.43,MDHMH,L01,,23.5
LE1.3,5/14/1998,12,BP,SALINITY,6.56,,F01,,23.5
LE1.3,5/14/1998,15,M,SALINITY,6.62,,F01,,23.5
LE1.3,5/14/1998,18,M,SALINITY,6.62,,F01,,23.5
LE1.3,5/14/1998,22,B,CHLA,18.44,MDHMH,L01,,23.5
LE1.3,5/14/1998,22,B,SALINITY,6.62,,F01,,23.5
LE1.3,5/26/1998,0.5,S,CHLA,15.38,MDHMH,L01,,23.5
LE1.3,5/26/1998,0.5,S,SALINITY,5.82,,F01,,23.5
LE1.3,5/26/1998,3,AP,CHLA,13.03,MDHMH,L01,,23.5
LE1.3,5/26/1998,3,AP,SALINITY,6,,F01,,23.5
LE1.3,5/26/1998,6,M,SALINITY,6.25,,F01,,23.5
LE1.3,5/26/1998,9,M,SALINITY,6.8,,F01,,23.5
LE1.3,5/26/1998,12,BP,CHLA,4.7,MDHMH,L01,,23.5
LE1.3,5/26/1998,12,BP,SALINITY,7.43,,F01,,23.5
LE1.3,5/26/1998,15,M,SALINITY,7.37,,F01,,23.5
LE1.3,5/26/1998,18,M,SALINITY,7.37,,F01,,23.5
LE1.3,5/26/1998,22,B,CHLA,3.2,MDHMH,L01,,23.5
LE1.3,5/26/1998,22,B,SALINITY,9.27,,F01,,23.5
LE1.3,6/8/1998,0.5,S,CHLA,17.94,MDHMH,L01,,23.5
LE1.3,6/8/1998,0.5,S,SALINITY,7.46,,F01,,23.5
LE1.3,6/8/1998,3,AP,CHLA,17.01,MDHMH,L01,,23.5
LE1.3,6/8/1998,3,AP,SALINITY,7.47,,F01,,23.5
LE1.3,6/8/1998,6,M,SALINITY,7.51,,F01,,23.5
LE1.3,6/8/1998,9,M,SALINITY,7.6,,F01,,23.5
LE1.3,6/8/1998,12,BP,CHLA,11.96,MDHMH,L01,,23.5
LE1.3,6/8/1998,12,BP,SALINITY,7.72,,F01,,23.5
LE1.3,6/8/1998,15,M,SALINITY,7.9,,F01,,23.5
LE1.3,6/8/1998,18,M,SALINITY,8.03,,F01,,23.5
LE1.3,6/8/1998,22,B,CHLA,9.16,MDHMH,L01,,23.5
LE1.3,6/8/1998,22,B,SALINITY,8.46,,F01,,23.5
LE1.3,6/23/1998,0.5,S,CHLA,15.2,MDHMH,L01,,23.5
LE1.3,6/23/1998,0.5,S,SALINITY,8,,F01,,23.5
LE1.3,6/23/1998,3,AP,CHLA,10.22,MDHMH,L01,,23.5
LE1.3,6/23/1998,3,AP,SALINITY,8.5,,F01,,23.5
LE1.3,6/23/1998,6,M,SALINITY,8.95,,F01,,23.5
LE1.3,6/23/1998,9,M,SALINITY,9.08,,F01,,23.5
LE1.3,6/23/1998,12,BP,CHLA,5.73,MDHMH,L01,,23.5
LE1.3,6/23/1998,12,BP,SALINITY,9.4,,F01,,23.5
LE1.3,6/23/1998,15,M,SALINITY,9.59,,F01,,23.5
LE1.3,6/23/1998,18,M,SALINITY,9.72,,F01,,23.5
LE1.3,6/23/1998,22,B,CHLA,4.49,MDHMH,L01,,23.5
LE1.3,6/23/1998,22,B,SALINITY,9.85,,F01,,23.5
LE1.3,7/13/1998,0.5,S,CHLA,203.1,MDHMH,L01,,23.5
LE1.3,7/13/1998,0.5,S,SALINITY,9.46,,F01,,23.5
LE1.3,7/13/1998,1,M,SALINITY,9.46,,F01,,23.5
LE1.3,7/13/1998,2,M,SALINITY,9.46,,F01,,23.5
LE1.3,7/13/1998,3,AP,CHLA,27.29,MDHMH,L01,,23.5
LE1.3,7/13/1998,3,AP,SALINITY,9.53,,F01,,23.5
LE1.3,7/13/1998,6,M,SALINITY,10.24,,F01,,23.5
LE1.3,7/13/1998,9,M,SALINITY,10.43,,F01,,23.5
LE1.3,7/13/1998,12,BP,CHLA,2.66,MDHMH,L01,,23.5
LE1.3,7/13/1998,12,BP,SALINITY,10.5,,F01,,23.5
LE1.3,7/13/1998,15,M,SALINITY,10.56,,F01,,23.5
LE1.3,7/13/1998,18,M,SALINITY,10.56,,F01,,23.5
LE1.3,7/13/1998,22,B,CHLA,1.87,MDHMH,L01,,23.5
LE1.3,7/13/1998,22,B,SALINITY,10.63,,F01,,23.5
LE1.3,7/27/1998,0.5,S,CHLA,23.62,MDHMH,L01,,23.5
LE1.3,7/27/1998,0.5,S,SALINITY,10.89,,F01,,23.5
LE1.3,7/27/1998,3,AP,CHLA,16.45,MDHMH,L01,,23.5
LE1.3,7/27/1998,3,AP,SALINITY,11.02,,F01,,23.5
LE1.3,7/27/1998,6,M,SALINITY,11.15,,F01,,23.5
LE1.3,7/27/1998,9,M,SALINITY,11.15,,F01,,23.5
LE1.3,7/27/1998,12,BP,CHLA,10.77,MDHMH,L01,,23.5
LE1.3,7/27/1998,12,BP,SALINITY,11.15,,F01,,23.5
LE1.3,7/27/1998,15,M,SALINITY,11.21,,F01,,23.5
LE1.3,7/27/1998,18,M,SALINITY,11.28,,F01,,23.5
LE1.3,7/27/1998,22,B,CHLA,6.28,MDHMH,L01,,23.5
LE1.3,7/27/1998,22,B,SALINITY,11.28,,F01,,23.5
LE1.3,8/10/1998,0.5,S,CHLA,8.97,MDHMH,L01,,23
LE1.3,8/10/1998,0.5,S,SALINITY,11.36,,F01,,23
LE1.3,8/10/1998,3,AP,CHLA,6.92,MDHMH,L01,,23
LE1.3,8/10/1998,3,AP,SALINITY,11.49,,F01,,23
LE1.3,8/10/1998,6,M,SALINITY,11.52,,F01,,23
LE1.3,8/10/1998,9,M,SALINITY,11.55,,F01,,23
LE1.3,8/10/1998,12,BP,CHLA,4.49,MDHMH,L01,,23
LE1.3,8/10/1998,12,BP,SALINITY,11.56,,F01,,23
LE1.3,8/10/1998,15,M,SALINITY,11.59,,F01,,23
LE1.3,8/10/1998,18,M,SALINITY,11.58,,F01,,23
LE1.3,8/10/1998,22,B,CHLA,3.29,MDHMH,L01,,23
LE1.3,8/10/1998,22,B,SALINITY,11.61,,F01,,23
LE1.3,8/24/1998,0.5,S,CHLA,7.05,MDHMH,L01,,23.5
LE1.3,8/24/1998,0.5,S,SALINITY,11.74,,F01,,23.5
LE1.3,8/24/1998,3,AP,CHLA,13.88,MDHMH,L01,,23.5
LE1.3,8/24/1998,3,AP,SALINITY,11.87,,F01,,23.5
LE1.3,8/24/1998,6,M,SALINITY,12.07,,F01,,23.5
LE1.3,8/24/1998,9,M,SALINITY,12.26,,F01,,23.5
LE1.3,8/24/1998,12,BP,CHLA,3.42,MDHMH,L01,,23.5
LE1.3,8/24/1998,12,BP,SALINITY,12.4,,F01,,23.5
LE1.3,8/24/1998,15,M,SALINITY,12.53,,F01,,23.5
LE1.3,8/24/1998,18,M,SALINITY,12.79,,F01,,23.5
LE1.3,8/24/1998,22,B,CHLA,3.2,MDHMH,L01,,23.5
LE1.3,8/24/1998,22,B,SALINITY,12.99,,F01,,23.5
LE1.3,9/8/1998,0.5,S,CHLA,5.61,MDHMH,L01,,23.5
LE1.3,9/8/1998,0.5,S,SALINITY,12.73,,F01,,23.5
LE1.3,9/8/1998,3,AP,CHLA,6.17,MDHMH,L01,,23.5
LE1.3,9/8/1998,3,AP,SALINITY,12.73,,F01,,23.5
LE1.3,9/8/1998,6,M,SALINITY,12.73,,F01,,23.5
LE1.3,9/8/1998,9,M,SALINITY,12.73,,F01,,23.5
LE1.3,9/8/1998,12,BP,CHLA,4.86,MDHMH,L01,,23.5
LE1.3,9/8/1998,12,BP,SALINITY,12.86,,F01,,23.5
LE1.3,9/8/1998,15,M,SALINITY,12.99,,F01,,23.5
LE1.3,9/8/1998,18,M,SALINITY,13.06,,F01,,23.5
LE1.3,9/8/1998,22,B,CHLA,3.55,MDHMH,L01,,23.5
LE1.3,9/8/1998,22,B,SALINITY,13.33,,F01,,23.5
LE1.3,9/21/1998,0.5,S,CHLA,8.6,MDHMH,L01,,23.5
LE1.3,9/21/1998,0.5,S,SALINITY,13.79,,F01,,23.5
LE1.3,9/21/1998,3,AP,CHLA,8.6,MDHMH,L01,,23.5
LE1.3,9/21/1998,3,AP,SALINITY,13.73,,F01,,23.5
LE1.3,9/21/1998,6,M,SALINITY,14.19,,F01,,23.5
LE1.3,9/21/1998,9,M,SALINITY,14.4,,F01,,23.5
LE1.3,9/21/1998,12,BP,CHLA,5.05,MDHMH,L01,,23.5
LE1.3,9/21/1998,12,BP,SALINITY,14.26,,F01,,23.5
LE1.3,9/21/1998,15,M,SALINITY,14.6,,F01,,23.5
LE1.3,9/21/1998,18,M,SALINITY,14.33,,F01,,23.5
LE1.3,9/21/1998,22,B,CHLA,5.23,MDHMH,L01,,23.5
LE1.3,9/21/1998,22,B,SALINITY,14.6,,F01,,23.5
LE1.3,10/8/1998,0.5,S,CHLA,5.23,MDHMH,L01,,23.5
LE1.3,10/8/1998,0.5,S,SALINITY,15.41,,F01,,23.5
LE1.3,10/8/1998,3,AP,CHLA,5.23,MDHMH,L01,,23.5
LE1.3,10/8/1998,3,AP,SALINITY,14.8,,F01,,23.5
LE1.3,10/8/1998,6,M,SALINITY,14.8,,F01,,23.5
LE1.3,10/8/1998,9,M,SALINITY,14.8,,F01,,23.5
LE1.3,10/8/1998,12,BP,CHLA,3.99,MDHMH,L01,,23.5
LE1.3,10/8/1998,12,BP,SALINITY,14.87,,F01,,23.5
LE1.3,10/8/1998,15,M,SALINITY,14.87,,F01,,23.5
LE1.3,10/8/1998,18,M,SALINITY,14.87,,F01,,23.5
LE1.3,10/8/1998,22,B,CHLA,3.99,MDHMH,L01,,23.5
LE1.3,10/8/1998,22,B,SALINITY,14.87,,F01,,23.5
LE1.3,10/22/1998,0.5,S,CHLA,6.58,MDHMH,L01,,23.5
LE1.3,10/22/1998,0.5,S,SALINITY,15.14,,F01,,23.5
LE1.3,10/22/1998,3,AP,CHLA,6.58,MDHMH,L01,,23.5
LE1.3,10/22/1998,3,AP,SALINITY,15.07,,F01,,23.5
LE1.3,10/22/1998,6,M,SALINITY,15.14,,F01,,23.5
LE1.3,10/22/1998,9,M,SALINITY,15.2,,F01,,23.5
LE1.3,10/22/1998,12,BP,CHLA,6.43,MDHMH,L01,,23.5
LE1.3,10/22/1998,12,BP,SALINITY,15.27,,F01,,23.5
LE1.3,10/22/1998,15,M,SALINITY,15.34,,F01,,23.5
LE1.3,10/22/1998,18,M,SALINITY,15.41,,F01,,23.5
LE1.3,10/22/1998,22,B,CHLA,5.08,MDHMH,L01,,23.5
LE1.3,10/22/1998,22,B,SALINITY,15.54,,F01,,23.5
LE1.3,11/9/1998,0.5,S,CHLA,6.54,MDHMH,L01,,23
LE1.3,11/9/1998,0.5,S,SALINITY,15.2,,F01,,23
LE1.3,11/9/1998,3,AP,CHLA,5.79,MDHMH,L01,,23
LE1.3,11/9/1998,3,AP,SALINITY,15.75,,F01,,23
LE1.3,11/9/1998,6,M,SALINITY,15.95,,F01,,23
LE1.3,11/9/1998,9,M,SALINITY,16.02,,F01,,23
LE1.3,11/9/1998,12,BP,CHLA,4.11,MDHMH,L01,,23
LE1.3,11/9/1998,12,BP,SALINITY,15.81,,F01,,23
LE1.3,11/9/1998,15,M,SALINITY,15.88,,F01,,23
LE1.3,11/9/1998,18,M,SALINITY,15.88,,F01,,23
LE1.3,11/9/1998,22,B,CHLA,4.49,MDHMH,L01,,23
LE1.3,11/9/1998,22,B,SALINITY,16.22,,F01,,23
LE1.3,12/7/1998,0.5,S,CHLA,3.55,MDHMH,L01,,23.5
LE1.3,12/7/1998,0.5,S,SALINITY,16.49,,F01,,23.5
LE1.3,12/7/1998,1,M,SALINITY,16.49,,F01,,23.5
LE1.3,12/7/1998,2,M,SALINITY,16.49,,F01,,23.5
LE1.3,12/7/1998,3,AP,CHLA,3.74,MDHMH,L01,,23.5
LE1.3,12/7/1998,3,AP,SALINITY,16.49,,F01,,23.5
LE1.3,12/7/1998,6,M,SALINITY,16.97,,F01,,23.5
LE1.3,12/7/1998,9,M,SALINITY,17.04,,F01,,23.5
LE1.3,12/7/1998,12,BP,CHLA,4.67,MDHMH,L01,,23.5
LE1.3,12/7/1998,12,BP,SALINITY,17.04,,F01,,23.5
LE1.3,12/7/1998,15,M,SALINITY,17.04,,F01,,23.5
LE1.3,12/7/1998,18,M,SALINITY,17.11,,F01,,23.5
LE1.3,12/7/1998,22,B,CHLA,4.3,MDHMH,L01,,23.5
LE1.3,12/7/1998,22,B,SALINITY,17.18,,F01,,23.5
LE1.3,1/21/1999,0.5,S,CHLA,3.55,MDHMH,L01,,24.5
LE1.3,1/21/1999,0.5,S,SALINITY,16.84,,F01,,24.5
LE1.3,1/21/1999,3,AP,CHLA,4.3,MDHMH,L01,,24.5
LE1.3,1/21/1999,3,AP,SALINITY,17.38,,F01,,24.5
LE1.3,1/21/1999,6,M,SALINITY,17.52,,F01,,24.5
LE1.3,1/21/1999,9,M,SALINITY,17.66,,F01,,24.5
LE1.3,1/21/1999,12,BP,CHLA,7.1,MDHMH,L01,,24.5
LE1.3,1/21/1999,12,BP,SALINITY,17.79,,F01,,24.5
LE1.3,1/21/1999,15,M,SALINITY,17.79,,F01,,24.5
LE1.3,1/21/1999,18,M,SALINITY,17.86,,F01,,24.5
LE1.3,1/21/1999,22,B,CHLA,6.92,MDHMH,L01,,24.5
LE1.3,1/21/1999,22,B,SALINITY,17.93,,F01,,24.5
LE1.3,3/8/1999,0.5,S,CHLA,7.974,MDHMH,L01,,23.1
LE1.3,3/8/1999,0.5,S,SALINITY,14.93,,F01,,23.1
LE1.3,3/8/1999,3,AP,CHLA,7.476,MDHMH,L01,,23.1
LE1.3,3/8/1999,3,AP,SALINITY,14.97,,F01,,23.1
LE1.3,3/8/1999,6,M,SALINITY,15.13,,F01,,23.1
LE1.3,3/8/1999,9,M,SALINITY,15.31,,F01,,23.1
LE1.3,3/8/1999,12,BP,CHLA,7.974,MDHMH,L01,,23.1
LE1.3,3/8/1999,12,BP,SALINITY,15.33,,F01,,23.1
LE1.3,3/8/1999,15,M,SALINITY,15.6,,F01,,23.1
LE1.3,3/8/1999,18,M,SALINITY,15.59,,F01,,23.1
LE1.3,3/8/1999,22,B,CHLA,9.22,MDHMH,L01,,23.1
LE1.3,3/8/1999,22,B,SALINITY,15.6,,F01,,23.1
LE1.3,3/22/1999,0.5,S,CHLA,11.107,MDHMH,L01,,23.1
LE1.3,3/22/1999,0.5,S,SALINITY,14.13,,F01,,23.1
LE1.3,3/22/1999,3,AP,CHLA,11.962,MDHMH,L01,,23.1
LE1.3,3/22/1999,3,AP,SALINITY,14.13,,F01,,23.1
LE1.3,3/22/1999,6,M,SALINITY,14.19,,F01,,23.1
LE1.3,3/22/1999,9,M,SALINITY,14.26,,F01,,23.1
LE1.3,3/22/1999,12,BP,CHLA,12.816,MDHMH,L01,,23.1
LE1.3,3/22/1999,12,BP,SALINITY,14.33,,F01,,23.1
LE1.3,3/22/1999,15,M,SALINITY,14.33,,F01,,23.1
LE1.3,3/22/1999,18,M,SALINITY,14.4,,F01,,23.1
LE1.3,3/22/1999,22,B,CHLA,13.03,MDHMH,L01,,23.1
LE1.3,3/22/1999,22,B,SALINITY,14.4,,F01,,23.1
LE1.3,4/5/1999,0.5,S,CHLA,9.968,MDHMH,L01,,23.1
LE1.3,4/5/1999,0.5,S,SALINITY,13.01,,F01,,23.1
LE1.3,4/5/1999,3,AP,CHLA,12.46,MDHMH,L01,,23.1
LE1.3,4/5/1999,3,AP,SALINITY,13,,F01,,23.1
LE1.3,4/5/1999,6,M,SALINITY,13.37,,F01,,23.1
LE1.3,4/5/1999,9,M,SALINITY,13.65,,F01,,23.1
LE1.3,4/5/1999,12,BP,CHLA,15.201,MDHMH,L01,,23.1
LE1.3,4/5/1999,12,BP,SALINITY,14.13,,F01,,23.1
LE1.3,4/5/1999,15,M,SALINITY,14.27,,F01,,23.1
LE1.3,4/5/1999,18,M,SALINITY,14.6,,F01,,23.1
LE1.3,4/5/1999,22,B,CHLA,19.687,MDHMH,L01,,23.1
LE1.3,4/5/1999,22,B,SALINITY,15.19,,F01,,23.1
LE1.3,4/19/1999,0.5,S,CHLA,7.925,MDHMH,L01,,23.1
LE1.3,4/19/1999,0.5,S,SALINITY,12.86,,F01,,23.1
LE1.3,4/19/1999,3,AP,CHLA,7.925,MDHMH,L01,,23.1
LE1.3,4/19/1999,3,AP,SALINITY,12.99,,F01,,23.1
LE1.3,4/19/1999,6,M,SALINITY,12.99,,F01,,23.1
LE1.3,4/19/1999,9,M,SALINITY,12.99,,F01,,23.1
LE1.3,4/19/1999,12,BP,CHLA,9.27,MDHMH,L01,,23.1
LE1.3,4/19/1999,12,BP,SALINITY,13.06,,F01,,23.1
LE1.3,4/19/1999,15,M,SALINITY,12.99,,F01,,23.1
LE1.3,4/19/1999,18,M,SALINITY,13.06,,F01,,23.1
LE1.3,4/19/1999,22,B,CHLA,8.971,MDHMH,L01,,23.1
LE1.3,4/19/1999,22,B,SALINITY,12.93,,F01,,23.1
LE1.3,5/3/1999,0.5,S,CHLA,8.224,MDHMH,L01,,23.1
LE1.3,5/3/1999,0.5,S,SALINITY,12.46,,F01,,23.1
LE1.3,5/3/1999,3,AP,CHLA,8.411,MDHMH,L01,,23.1
LE1.3,5/3/1999,3,AP,SALINITY,12.46,,F01,,23.1
LE1.3,5/3/1999,6,M,SALINITY,12.46,,F01,,23.1
LE1.3,5/3/1999,9,M,SALINITY,12.42,,F01,,23.1
LE1.3,5/3/1999,12,BP,CHLA,8.224,MDHMH,L01,,23.1
LE1.3,5/3/1999,12,BP,SALINITY,12.42,,F01,,23.1
LE1.3,5/3/1999,15,M,SALINITY,12.42,,F01,,23.1
LE1.3,5/3/1999,18,M,SALINITY,12.42,,F01,,23.1
LE1.3,5/3/1999,22,B,CHLA,7.903,MDHMH,L01,,23.1
LE1.3,5/3/1999,22,B,SALINITY,12.51,,F01,,23.1
LE1.3,5/17/1999,0.5,S,CHLA,6.408,MDHMH,L01,,23.1
LE1.3,5/17/1999,0.5,S,SALINITY,12.4,,F01,,23.1
LE1.3,5/17/1999,3,AP,CHLA,7.476,MDHMH,L01,,23.1
LE1.3,5/17/1999,3,AP,SALINITY,12.46,,F01,,23.1
LE1.3,5/17/1999,6,M,SALINITY,12.53,,F01,,23.1
LE1.3,5/17/1999,9,M,SALINITY,12.73,,F01,,23.1
LE1.3,5/17/1999,12,BP,CHLA,5.981,MDHMH,L01,,23.1
LE1.3,5/17/1999,12,BP,SALINITY,12.73,,F01,,23.1
LE1.3,5/17/1999,15,M,SALINITY,12.73,,F01,,23.1
LE1.3,5/17/1999,18,M,SALINITY,12.79,,F01,,23.1
LE1.3,5/17/1999,22,B,CHLA,7.262,MDHMH,L01,,23.1
LE1.3,5/17/1999,22,B,SALINITY,12.66,,F01,,23.1
LE1.3,6/1/1999,0.5,S,CHLA,6.23,MDHMH,L01,,24.5
LE1.3,6/1/1999,0.5,S,SALINITY,12.59,,F01,,24.5
LE1.3,6/1/1999,3,AP,CHLA,7.227,MDHMH,L01,,24.5
LE1.3,6/1/1999,3,AP,SALINITY,12.59,,F01,,24.5
LE1.3,6/1/1999,6,M,SALINITY,13.53,,F01,,24.5
LE1.3,6/1/1999,9,M,SALINITY,13.53,,F01,,24.5
LE1.3,6/1/1999,12,BP,CHLA,5.233,MDHMH,L01,,24.5
LE1.3,6/1/1999,12,BP,SALINITY,13.99,,F01,,24.5
LE1.3,6/1/1999,15,M,SALINITY,14.6,,F01,,24.5
LE1.3,6/1/1999,18,M,SALINITY,14.73,,F01,,24.5
LE1.3,6/1/1999,22,B,CHLA,3.987,MDHMH,L01,,24.5
LE1.3,6/1/1999,22,B,SALINITY,15,,F01,,24.5
LE1.3,6/14/1999,0.5,S,CHLA,6.878,MDHMH,L01,,24.5
LE1.3,6/14/1999,0.5,S,SALINITY,13.86,,F01,,24.5
LE1.3,6/14/1999,3,AP,CHLA,7.177,MDHMH,L01,,24.5
LE1.3,6/14/1999,3,AP,SALINITY,13.99,,F01,,24.5
LE1.3,6/14/1999,6,M,SALINITY,14.19,,F01,,24.5
LE1.3,6/14/1999,9,M,SALINITY,14.13,,F01,,24.5
LE1.3,6/14/1999,12,BP,CHLA,5.383,MDHMH,L01,,24.5
LE1.3,6/14/1999,12,BP,SALINITY,14.06,,F01,,24.5
LE1.3,6/14/1999,15,M,SALINITY,14.06,,F01,,24.5
LE1.3,6/14/1999,18,M,SALINITY,14.06,,F01,,24.5
LE1.3,6/14/1999,22,B,CHLA,4.785,MDHMH,L01,,24.5
LE1.3,6/14/1999,22,B,SALINITY,14.06,,F01,,24.5
LE1.3,7/1/1999,0.5,S,CHLA,22.802,MDHMH,L01,,24.5
LE1.3,7/1/1999,0.5,S,SALINITY,13.93,,F01,,24.5
LE1.3,7/1/1999,3,AP,CHLA,14.204,MDHMH,L01,,24.5
LE1.3,7/1/1999,3,AP,SALINITY,13.99,,F01,,24.5
LE1.3,7/1/1999,6,M,SALINITY,14.93,,F01,,24.5
LE1.3,7/1/1999,9,M,SALINITY,15.14,,F01,,24.5
LE1.3,7/1/1999,12,BP,CHLA,6.168,MDHMH,L01,,24.5
LE1.3,7/1/1999,12,BP,SALINITY,15.27,,F01,,24.5
LE1.3,7/1/1999,15,M,SALINITY,16.02,,F01,,24.5
LE1.3,7/1/1999,18,M,SALINITY,16.09,,F01,,24.5
LE1.3,7/1/1999,22,B,CHLA,3.738,MDHMH,L01,,24.5
LE1.3,7/1/1999,22,B,SALINITY,16.43,,F01,,24.5
LE1.3,7/15/1999,0.5,S,CHLA,9.158,MDHMH,L01,,24.5
LE1.3,7/15/1999,0.5,S,SALINITY,14.73,,F01,,24.5
LE1.3,7/15/1999,3,AP,CHLA,5.046,MDHMH,L01,,24.5
LE1.3,7/15/1999,3,AP,SALINITY,14.8,,F01,,24.5
LE1.3,7/15/1999,6,M,SALINITY,14.87,,F01,,24.5
LE1.3,7/15/1999,9,M,SALINITY,14.87,,F01,,24.5
LE1.3,7/15/1999,12,BP,CHLA,3.551,MDHMH,L01,,24.5
LE1.3,7/15/1999,12,BP,SALINITY,14.87,,F01,,24.5
LE1.3,7/15/1999,15,M,SALINITY,14.87,,F01,,24.5
LE1.3,7/15/1999,18,M,SALINITY,14.87,,F01,,24.5
LE1.3,7/15/1999,22,B,CHLA,3.551,MDHMH,L01,,24.5
LE1.3,7/15/1999,22,B,SALINITY,14.87,,F01,,24.5
LE1.3,8/12/1999,0.5,S,CHLA,8.597,MDHMH,L01,,24.5
LE1.3,8/12/1999,0.5,S,SALINITY,15.95,,F01,,24.5
LE1.3,8/12/1999,3,AP,CHLA,11.588,MDHMH,L01,,24.5
LE1.3,8/12/1999,3,AP,SALINITY,15.95,,F01,,24.5
LE1.3,8/12/1999,6,M,SALINITY,16.15,,F01,,24.5
LE1.3,8/12/1999,9,M,SALINITY,16.29,,F01,,24.5
LE1.3,8/12/1999,12,BP,CHLA,5.607,MDHMH,L01,,24.5
LE1.3,8/12/1999,12,BP,SALINITY,16.43,,F01,,24.5
LE1.3,8/12/1999,15,M,SALINITY,16.63,,F01,,24.5
LE1.3,8/12/1999,18,M,SALINITY,16.7,,F01,,24.5
LE1.3,8/12/1999,22,B,CHLA,2.99,MDHMH,L01,,24.5
LE1.3,8/12/1999,22,B,SALINITY,17.31,,F01,,24.5
LE1.3,8/26/1999,0.5,S,CHLA,5.42,MDHMH,L01,,24.5
LE1.3,8/26/1999,0.5,S,SALINITY,16.36,,F01,,24.5
LE1.3,8/26/1999,3,AP,CHLA,4.672,MDHMH,L01,,24.5
LE1.3,8/26/1999,3,AP,SALINITY,16.43,,F01,,24.5
LE1.3,8/26/1999,6,M,SALINITY,16.56,,F01,,24.5
LE1.3,8/26/1999,9,M,SALINITY,16.7,,F01,,24.5
LE1.3,8/26/1999,12,BP,CHLA,3.551,MDHMH,L01,,24.5
LE1.3,8/26/1999,12,BP,SALINITY,16.77,,F01,,24.5
LE1.3,8/26/1999,15,M,SALINITY,16.84,,F01,,24.5
LE1.3,8/26/1999,18,M,SALINITY,16.84,,F01,,24.5
LE1.3,8/26/1999,23,B,CHLA,3.925,MDHMH,L01,,24.5
LE1.3,8/26/1999,23,B,SALINITY,16.84,,F01,,24.5
LE1.3,9/13/1999,0.5,S,CHLA,12.211,MDHMH,L01,,24.5
LE1.3,9/13/1999,0.5,S,SALINITY,15.61,,F01,,24.5
LE1.3,9/13/1999,3,AP,CHLA,5.732,MDHMH,L01,,24.5
LE1.3,9/13/1999,3,AP,SALINITY,16.02,,F01,,24.5
LE1.3,9/13/1999,6,M,SALINITY,16.29,,F01,,24.5
LE1.3,9/13/1999,9,M,SALINITY,16.56,,F01,,24.5
LE1.3,9/13/1999,12,BP,CHLA,2.741,MDHMH,L01,,24.5
LE1.3,9/13/1999,12,BP,SALINITY,16.9,,F01,,24.5
LE1.3,9/13/1999,15,M,SALINITY,16.9,,F01,,24.5
LE1.3,9/13/1999,18,M,SALINITY,16.9,,F01,,24.5
LE1.3,9/13/1999,23,B,CHLA,3.489,MDHMH,L01,,24.5
LE1.3,9/13/1999,23,B,SALINITY,16.9,,F01,,24.5
LE1.3,9/27/1999,0.5,S,CHLA,14.204,MDHMH,L01,,24.5
LE1.3,9/27/1999,0.5,S,SALINITY,13.99,,F01,,24.5
LE1.3,9/27/1999,3,AP,CHLA,8.971,MDHMH,L01,,24.5
LE1.3,9/27/1999,3,AP,SALINITY,14.73,,F01,,24.5
LE1.3,9/27/1999,6,M,SALINITY,15.34,,F01,,24.5
LE1.3,9/27/1999,9,M,SALINITY,16.15,,F01,,24.5
LE1.3,9/27/1999,12,BP,CHLA,3.738,MDHMH,L01,,24.5
LE1.3,9/27/1999,12,BP,SALINITY,17.11,,F01,,24.5
LE1.3,9/27/1999,15,M,SALINITY,17.11,,F01,,24.5
LE1.3,9/27/1999,18,M,SALINITY,17.45,,F01,,24.5
LE1.3,9/27/1999,22,B,CHLA,4.486,MDHMH,L01,,24.5
LE1.3,9/27/1999,22,B,SALINITY,17.31,,F01,,24.5
LE1.3,10/14/1999,0.5,S,CHLA,6.622,MDHMH,L01,,24.5
LE1.3,10/14/1999,0.5,S,SALINITY,15.81,,F01,,24.5
LE1.3,10/14/1999,3,AP,CHLA,4.913,MDHMH,L01,,24.5
LE1.3,10/14/1999,3,AP,SALINITY,15.88,,F01,,24.5
LE1.3,10/14/1999,6,M,SALINITY,15.88,,F01,,24.5
LE1.3,10/14/1999,9,M,SALINITY,15.95,,F01,,24.5
LE1.3,10/14/1999,12,BP,CHLA,4.913,MDHMH,L01,,24.5
LE1.3,10/14/1999,12,BP,SALINITY,15.95,,F01,,24.5
LE1.3,10/14/1999,15,M,SALINITY,15.95,,F01,,24.5
LE1.3,10/14/1999,18,M,SALINITY,16.02,,F01,,24.5
LE1.3,10/14/1999,22,B,CHLA,4.486,MDHMH,L01,,24.5
LE1.3,10/14/1999,22,B,SALINITY,16.09,,F01,,24.5
LE1.3,10/28/1999,0.5,S,CHLA,7.974,MDHMH,L01,,24.5
LE1.3,10/28/1999,0.5,S,SALINITY,15.61,,F01,,24.5
LE1.3,10/28/1999,3,AP,CHLA,6.728,MDHMH,L01,,24.5
LE1.3,10/28/1999,3,AP,SALINITY,15.95,,F01,,24.5
LE1.3,10/28/1999,6,M,SALINITY,15.88,,F01,,24.5
LE1.3,10/28/1999,9,M,SALINITY,15.88,,F01,,24.5
LE1.3,10/28/1999,12,BP,CHLA,6.479,MDHMH,L01,,24.5
LE1.3,10/28/1999,12,BP,SALINITY,16.02,,F01,,24.5
